Id,Label,timeset,Cluster,pageranks
Rhodomyrtus trineura,Rhodomyrtus trineura,,0,0.000015
Melastoma affine,Melastoma affine,,0,0.000015
Hypochrysops ignitus,Hypochrysops ignitus,,0,0.000014
Jacksonia scoparia,Jacksonia scoparia,,0,0.000033
Hypochrysops elgneri,Hypochrysops elgneri,,0,0.000014
Hypochrysops digglesii,Hypochrysops digglesii,,0,0.000014
Hydatothrips bhattii,Hydatothrips bhattii,,0,0.000014
Hydatothrips argenticinctus,Hydatothrips argenticinctus,,0,0.000014
Heteronympha paradelpha,Heteronympha paradelpha,,0,0.000014
Hesperilla idothea,Hesperilla idothea,,0,0.000014
Hesperilla donnysa,Hesperilla donnysa,,0,0.000014
Hesperilla crypsargyra,Hesperilla crypsargyra,,0,0.000014
Austrostipa semibarbata,Austrostipa semibarbata,,0,0.000016
Austrostipa eremophila,Austrostipa eremophila,,0,0.000016
Hellinsia balanotes,Hellinsia balanotes,,0,0.000014
Neolitsea australiensis,Neolitsea australiensis,,0,0.000017
Pseuduvaria villosa,Pseuduvaria villosa,,0,0.000014
Pseuduvaria mulgraveana,Pseuduvaria mulgraveana,,0,0.000014
Pseuduvaria hylandii,Pseuduvaria hylandii,,0,0.000014
Gladiodiplosis frenelae,Gladiodiplosis frenelae,,0,0.000014
Austrostipa flavescens,Austrostipa flavescens,,0,0.00002
Cajanus acutifolius,Cajanus acutifolius,,164,0.00002
Eutactobius puellus,Eutactobius puellus,,0,0.000014
Euschemon rafflesia,Euschemon rafflesia,,1280,0.000014
Wilkiea macrophylla,Wilkiea macrophylla,,1280,0.000025
Eucrostes disparata,Eucrostes disparata,,0,0.000014
Erysichton palmyra,Erysichton palmyra,,0,0.000014
Eretmopus marinaria,Eretmopus marinaria,,0,0.000014
Eocincticornia malarskii,Eocincticornia malarskii,,0,0.000014
Ensiferothrips secundus,Ensiferothrips secundus,,0,0.000014
Echidnophaga gallinacea,Echidnophaga gallinacea,,0,0.000014
Rattus lutreolus,Rattus lutreolus,,0,0.000026
Dunatothrips chapmani,Dunatothrips chapmani,,0,0.000014
Dirce oriplancta,Dirce oriplancta,,1281,0.000014
Pherosphaera hookeriana,Pherosphaera hookeriana,,1281,0.000025
Delias harpalyce,Delias harpalyce,,0,0.000014
Delias argenthona,Delias argenthona,,0,0.000014
Dasineura tomentosa,Dasineura tomentosa,,0,0.000014
Dasineura strobila,Dasineura strobila,,0,0.000014
Dasineura banksiae,Dasineura banksiae,,1282,0.000014
Banksia coccinea,Banksia coccinea,,1282,0.000025
Rhyncharrhena linearis,Rhyncharrhena linearis,,0,0.000014
Cyrioides imperialis,Cyrioides imperialis,,0,0.000014
Cyrioides cincta,Cyrioides cincta,,1283,0.000014
Davidsonia pruriens,Davidsonia pruriens,,1283,0.000025
Cyphogastra pistor,Cyphogastra pistor,,0,0.000014
Ctenocephalides canis,Ctenocephalides canis,,0,0.000014
Cryphalus asperulus,Cryphalus asperulus,,0,0.000014
Croitana croites,Croitana croites,,0,0.000014
Austrostipa platychaeta,Austrostipa platychaeta,,0,0.000022
Austrostipa elegantissima,Austrostipa elegantissima,,0,0.000022
Croitana aestiva,Croitana aestiva,,1284,0.000014
Neurachne tenuifolia,Neurachne tenuifolia,,1284,0.000025
Cranothrips symoni,Cranothrips symoni,,1285,0.000014
Brunonia australis,Brunonia australis,,1285,0.000025
Contarinia sennicola,Contarinia sennicola,,0,0.000014
Contarinia fimbristylidis,Contarinia fimbristylidis,,1286,0.000014
Fimbristylis dichotoma,Fimbristylis dichotoma,,1286,0.000025
Contarinia bursariae,Contarinia bursariae,,0,0.000014
Contarinia bothriochloae,Contarinia bothriochloae,,1287,0.000014
Bothriochloa bladhii,Bothriochloa bladhii,,1287,0.000025
Comostola laesaria,Comostola laesaria,,0,0.000014
Chlenias zonaea,Chlenias zonaea,,0,0.000014
Chlenias stenosticha,Chlenias stenosticha,,1288,0.000014
Cryptandra tomentosa,Cryptandra tomentosa,,1288,0.000025
Chlenias gonosema,Chlenias gonosema,,0,0.000014
Dillwynia hispida,Dillwynia hispida,,0,0.000022
Cryptandra nutans,Cryptandra nutans,,0,0.000018
Calytrix tetragona,Calytrix tetragona,,0,0.000018
Chalcophorotaenia quadriimpressa,Chalcophorotaenia quadriimpressa,,1289,0.000014
Gastrolobium grandiflorum,Gastrolobium grandiflorum,,1289,0.000025
Chaetolopha emporias,Chaetolopha emporias,,313,0.000014
Chaetocneme denitza,Chaetocneme denitza,,0,0.000014
Eupomatia laurina,Eupomatia laurina,,0,0.000016
Laccospadix australasicus,Laccospadix australasicus,,0,0.000015
Catopsilia gorgophone,Catopsilia gorgophone,,0,0.000014
Dendrolobium umbellatum,Dendrolobium umbellatum,,0,0.000015
Castiarina wilsoni,Castiarina wilsoni,,1290,0.000014
Cassinia aculeata,Cassinia aculeata,,1290,0.000025
Castiarina williamsi,Castiarina williamsi,,96,0.000014
Castiarina walfordi,Castiarina walfordi,,0,0.000014
Castiarina viridiventris,Castiarina viridiventris,,0,0.000014
Castiarina virginea,Castiarina virginea,,0,0.000014
Castiarina violacea,Castiarina violacea,,0,0.000014
Castiarina vicina,Castiarina vicina,,0,0.000014
Castiarina venusta,Castiarina venusta,,0,0.000014
Castiarina tigris,Castiarina tigris,,0,0.000014
Castiarina tenebrosa,Castiarina tenebrosa,,0,0.000014
Castiarina subtincta,Castiarina subtincta,,0,0.000014
Castiarina sexnotata,Castiarina sexnotata,,0,0.000014
Castiarina sexguttata,Castiarina sexguttata,,0,0.000014
Castiarina semicincta,Castiarina semicincta,,0,0.000014
Castiarina sanguinolenta,Castiarina sanguinolenta,,0,0.000014
Castiarina rufipennis,Castiarina rufipennis,,0,0.000014
Castiarina robusta,Castiarina robusta,,0,0.000014
Castiarina quadriplagiata,Castiarina quadriplagiata,,0,0.000014
Castiarina puteolata,Castiarina puteolata,,1291,0.000014
Eremophila bignoniiflora,Eremophila bignoniiflora,,1291,0.000025
Castiarina prolata,Castiarina prolata,,0,0.000014
Castiarina producta,Castiarina producta,,0,0.000014
Castiarina praetermissa,Castiarina praetermissa,,0,0.000014
Castiarina placida,Castiarina placida,,0,0.000014
Castiarina piliventris,Castiarina piliventris,,0,0.000014
Castiarina phaeorrhaea,Castiarina phaeorrhaea,,0,0.000014
Castiarina parallelipennis,Castiarina parallelipennis,,0,0.000014
Castiarina octosignata,Castiarina octosignata,,0,0.000014
Castiarina octomaculata,Castiarina octomaculata,,0,0.000014
Castiarina ocelligera,Castiarina ocelligera,,0,0.000014
Castiarina occidentalis,Castiarina occidentalis,,0,0.000014
Castiarina obsepta,Castiarina obsepta,,0,0.000014
Castiarina oblita,Castiarina oblita,,0,0.000014
Castiarina moribunda,Castiarina moribunda,,0,0.000014
Castiarina melrosensis,Castiarina melrosensis,,0,0.000014
Castiarina luteofusca,Castiarina luteofusca,,0,0.000014
Castiarina luteipennis,Castiarina luteipennis,,0,0.000014
Castiarina loriae,Castiarina loriae,,0,0.000014
Castiarina liliputana,Castiarina liliputana,,0,0.000014
Castiarina klugii,Castiarina klugii,,0,0.000014
Castiarina jucunda,Castiarina jucunda,,0,0.000014
Castiarina inflata,Castiarina inflata,,0,0.000014
Castiarina inermis,Castiarina inermis,,0,0.000014
Castiarina indistincta,Castiarina indistincta,,0,0.000014
Castiarina indigesta,Castiarina indigesta,,0,0.000014
Castiarina imitator,Castiarina imitator,,0,0.000014
Castiarina hilaris,Castiarina hilaris,,0,0.000014
Castiarina hemizostera,Castiarina hemizostera,,0,0.000014
Castiarina hawkeswoodi,Castiarina hawkeswoodi,,0,0.000014
Castiarina hasenpuschi,Castiarina hasenpuschi,,0,0.000014
Castiarina garnettensis,Castiarina garnettensis,,0,0.000014
Castiarina galactica,Castiarina galactica,,89,0.000014
Castiarina forresti,Castiarina forresti,,37,0.000014
Verticordia forrestii,Verticordia forrestii,,37,0.000028
Castiarina filiformis,Castiarina filiformis,,0,0.000014
Castiarina erubescens,Castiarina erubescens,,0,0.000014
Castiarina elongata,Castiarina elongata,,0,0.000014
Castiarina duaringae,Castiarina duaringae,,0,0.000014
Myoporum platycarpum,Myoporum platycarpum,,0,0.00004
Castiarina distantia,Castiarina distantia,,0,0.000014
Melaleuca uncinata,Melaleuca uncinata,,0,0.000096
Castiarina delta,Castiarina delta,,0,0.000014
Castiarina decipiens,Castiarina decipiens,,0,0.000014
Castiarina decemmaculata,Castiarina decemmaculata,,0,0.000014
Castiarina crockerae,Castiarina crockerae,,0,0.000014
Castiarina crocicolor,Castiarina crocicolor,,0,0.000014
Hypocalymma angustifolium,Hypocalymma angustifolium,,0,0.000064
Castiarina costata,Castiarina costata,,0,0.000014
Castiarina cinnamomea,Castiarina cinnamomea,,0,0.000014
Castiarina chinnocki,Castiarina chinnocki,,1292,0.000014
Calamphoreus inflatus,Calamphoreus inflatus,,1292,0.000025
Castiarina chamelauci,Castiarina chamelauci,,0,0.000014
Castiarina brutella,Castiarina brutella,,0,0.000014
Castiarina bremei,Castiarina bremei,,0,0.000014
Castiarina booanyia,Castiarina booanyia,,0,0.000014
Castiarina bimaculata,Castiarina bimaculata,,0,0.000014
Castiarina biguttata,Castiarina biguttata,,0,0.000014
Castiarina bella,Castiarina bella,,0,0.000014
Castiarina atronotata,Castiarina atronotata,,0,0.000014
Castiarina athertonensis,Castiarina athertonensis,,0,0.000014
Castiarina armata,Castiarina armata,,0,0.000014
Castiarina andersoni,Castiarina andersoni,,0,0.000014
Castiarina analis,Castiarina analis,,0,0.000014
Castiarina amplipennis,Castiarina amplipennis,,0,0.000014
Castiarina amabilis,Castiarina amabilis,,0,0.000014
Castiarina aglaia,Castiarina aglaia,,1293,0.000014
Geissois biagiana,Geissois biagiana,,1293,0.000025
Cardiodectes bellwoodi,Cardiodectes bellwoodi,,1294,0.000014
Istigobius nigroocellatus,Istigobius nigroocellatus,,1294,0.000025
Capusa cuculloides,Capusa cuculloides,,0,0.000014
Candalides hyacinthinus,Candalides hyacinthinus,,0,0.000014
Prostanthera nivea,Prostanthera nivea,,0,0.000016
Candalides cyprotus,Candalides cyprotus,,0,0.000014
Hakea strumosa,Hakea strumosa,,0,0.000032
Grevillea juniperina,Grevillea juniperina,,0,0.000018
Calotemognatha yarelli,Calotemognatha yarelli,,0,0.000014
Calodema rubrimarginatum,Calodema rubrimarginatum,,0,0.000014
Calodema regale,Calodema regale,,0,0.000014
Calodema plebeium,Calodema plebeium,,0,0.000014
Callitridiplosis jana,Callitridiplosis jana,,0,0.000014
Bunyaeus monteithi,Bunyaeus monteithi,,0,0.000014
Bunyaeus eutactae,Bunyaeus eutactae,,0,0.000014
Bubastes suturalis,Bubastes suturalis,,0,0.000014
Bubastes cylindrica,Bubastes cylindrica,,0,0.000014
Boopia mjobergi,Boopia mjobergi,,0,0.000014
Macropus giganteus,Macropus giganteus,,0,0.000026
Basiliorhinus araucariae,Basiliorhinus araucariae,,0,0.000014
Basiliogeus prasinus,Basiliogeus prasinus,,0,0.000014
Austrophorella quadrisignata,Austrophorella quadrisignata,,0,0.000014
Astrothrips tumiceps,Astrothrips tumiceps,,0,0.000014
Archephanes zalosema,Archephanes zalosema,,0,0.000014
Aragomacer uniformis,Aragomacer uniformis,,0,0.000014
Aragomacer leai,Aragomacer leai,,0,0.000014
Antipodia chaostola,Antipodia chaostola,,0,0.000014
Anthrenocerus chalceous,Anthrenocerus chalceous,,0,0.000014
Anoplognathus viridiaeneus,Anoplognathus viridiaeneus,,115,0.000014
Syncarpia glomulifera,Syncarpia glomulifera,,115,0.000049
Anoplognathus punctulatus,Anoplognathus punctulatus,,0,0.000014
Anoplognathus multiseriatus,Anoplognathus multiseriatus,,0,0.000014
Anoplognathus boisduvalii,Anoplognathus boisduvalii,,0,0.000014
Anoplognathus aeneus,Anoplognathus aeneus,,0,0.000014
Anisynta sphenosema,Anisynta sphenosema,,0,0.000014
Anilara sulcipennis,Anilara sulcipennis,,0,0.000014
Anilara olivia,Anilara olivia,,0,0.000014
Anilara obscura,Anilara obscura,,0,0.000014
Anilara nigrita,Anilara nigrita,,0,0.000014
Eucalyptus crebra,Eucalyptus crebra,,0,0.000086
Anilara convexa,Anilara convexa,,276,0.000014
Anilara antiqua,Anilara antiqua,,0,0.000014
Anascirtothrips arafura,Anascirtothrips arafura,,0,0.000014
Alucita pygmaea,Alucita pygmaea,,1295,0.000014
Psydrax oleifolia,Psydrax oleifolia,,1295,0.000025
Alucita phricodes,Alucita phricodes,,0,0.000014
Pandorea pandorana,Pandorea pandorana,,0,0.00002
Akainothrips tosofagi,Akainothrips tosofagi,,0,0.000014
Akainothrips tathrae,Akainothrips tathrae,,0,0.000014
Akainothrips roxbyi,Akainothrips roxbyi,,0,0.000014
Akainothrips polysetulus,Akainothrips polysetulus,,0,0.000014
Akainothrips papyris,Akainothrips papyris,,0,0.000014
Akainothrips monaro,Akainothrips monaro,,0,0.000014
Akainothrips juliae,Akainothrips juliae,,0,0.000014
Akainothrips ireneae,Akainothrips ireneae,,0,0.000014
Acacia coriacea,Acacia coriacea,,0,0.00002
Akainothrips herbae,Akainothrips herbae,,0,0.000014
Akainothrips citritarsus,Akainothrips citritarsus,,0,0.000014
Akainothrips ciliatus,Akainothrips ciliatus,,0,0.000014
Agrilus hypoleucus,Agrilus hypoleucus,,0,0.000014
Acacia leucolobia,Acacia leucolobia,,0,0.000015
Agathicis distinctus,Agathicis distinctus,,0,0.000014
Actilasioptera tumidifolium,Actilasioptera tumidifolium,,0,0.000014
Actilasioptera tuberculata,Actilasioptera tuberculata,,0,0.000014
Actilasioptera subfolium,Actilasioptera subfolium,,0,0.000014
Actilasioptera pustulata,Actilasioptera pustulata,,0,0.000014
Actilasioptera coronata,Actilasioptera coronata,,0,0.000014
Acanthotomicus australis,Acanthotomicus australis,,0,0.000014
Acanthopsylla saphes,Acanthopsylla saphes,,310,0.000014
Zaletta kisseis,Zaletta kisseis,,0,0.000014
Xiphoidellus unicolor,Xiphoidellus unicolor,,0,0.000014
Xiphoidellus pallidus,Xiphoidellus pallidus,,0,0.000014
Diplolaena dampieri,Diplolaena dampieri,,0,0.00002
Chorilaena quercifolia,Chorilaena quercifolia,,0,0.000029
Xiphoidellus gilvus,Xiphoidellus gilvus,,0,0.000014
Hibbertia cuneiformis,Hibbertia cuneiformis,,0,0.000029
Xiphoidellus furvus,Xiphoidellus furvus,,0,0.000014
Boronia alata,Boronia alata,,0,0.000023
Xiphoidellus aureus,Xiphoidellus aureus,,0,0.000014
Beaufortia micrantha,Beaufortia micrantha,,0,0.000043
Xenaleyrodes fauceregius,Xenaleyrodes fauceregius,,0,0.000014
Xenaleyrodes eucalypti,Xenaleyrodes eucalypti,,0,0.000014
Xenaleyrodes artocarpi,Xenaleyrodes artocarpi,,0,0.000014
Witchelinamiris viridimaculatus,Witchelinamiris viridimaculatus,,1296,0.000014
Sclerolaena limbata,Sclerolaena limbata,,1296,0.000025
Vasdavidius setiferus,Vasdavidius setiferus,,0,0.000014
Vasdavidius indicus,Vasdavidius indicus,,0,0.000014
Unaspis citri,Unaspis citri,,0,0.000014
Tylocryptus egenus,Tylocryptus egenus,,16,0.000014
Trullifiorinia acaciae,Trullifiorinia acaciae,,0,0.000014
Trioza pallida,Trioza pallida,,0,0.000014
Trioza malloticola,Trioza malloticola,,0,0.000014
Trioza eugeniae,Trioza eugeniae,,0,0.000014
Triaspidis bicornis,Triaspidis bicornis,,0,0.000014
Trialeurodes vaporariorum,Trialeurodes vaporariorum,,0,0.000014
Tinginotum minutum,Tinginotum minutum,,0,0.000014
Thryptomenomiris kalbarri,Thryptomenomiris kalbarri,,1297,0.000014
Malleostemon hursthousei,Malleostemon hursthousei,,1297,0.000025
Theseus modestus,Theseus modestus,,0,0.000014
Therioaphis trifolii,Therioaphis trifolii,,0,0.000014
Thaumastocoris slateri,Thaumastocoris slateri,,0,0.000014
Thaumastocoris safordi,Thaumastocoris safordi,,0,0.000014
Thaumastocoris petilus,Thaumastocoris petilus,,0,0.000014
Melaleuca rhaphiophylla,Melaleuca rhaphiophylla,,0,0.000055
Malleostemon tuberculatus,Malleostemon tuberculatus,,0,0.000027
Eucalyptus scoparia,Eucalyptus scoparia,,0,0.00002
Thaumastocoris nadeli,Thaumastocoris nadeli,,0,0.000014
Hemiandra glabra,Hemiandra glabra,,0,0.000018
Thaumastocoris hackeri,Thaumastocoris hackeri,,0,0.000014
Thaumastocoris freomooreae,Thaumastocoris freomooreae,,0,0.000014
Eucalyptus longicornis,Eucalyptus longicornis,,0,0.000017
Eucalyptus calycogona,Eucalyptus calycogona,,0,0.000028
Thaumastocoris australicus,Thaumastocoris australicus,,0,0.000014
Eucalyptus populnea,Eucalyptus populnea,,0,0.000039
Tenaphalara acutipennis,Tenaphalara acutipennis,,0,0.000014
Tarophagus persephone,Tarophagus persephone,,0,0.000014
Tarophagus colocasiae,Tarophagus colocasiae,,0,0.000014
Syncarpiolyma maculatipennis,Syncarpiolyma maculatipennis,,115,0.000014
Syncarpiolyma maculata,Syncarpiolyma maculata,,115,0.000014
Synaleurodicus serratus,Synaleurodicus serratus,,0,0.000014
Stylogeocoris biroi,Stylogeocoris biroi,,0,0.000014
Stilida indecora,Stilida indecora,,1298,0.000014
Arytera foveolata,Arytera foveolata,,1298,0.000025
Stephanitis queenslandensis,Stephanitis queenslandensis,,1299,0.000014
Sarcopetalum harveyanum,Sarcopetalum harveyanum,,1299,0.000025
Sitobion miscanthi,Sitobion miscanthi,,0,0.000014
Sinomegoura citricola,Sinomegoura citricola,,0,0.000014
Sextius virescens,Sextius virescens,,0,0.000014
Setaleyrodes vigintiseta,Setaleyrodes vigintiseta,,0,0.000014
Sensoriaphis tasmaniae,Sensoriaphis tasmaniae,,58,0.000014
Sejanus brittoni,Sejanus brittoni,,0,0.000014
Astrotricha latifolia,Astrotricha latifolia,,0,0.00002
Scutiphora pedicellata,Scutiphora pedicellata,,0,0.000014
Scrupulaspis intermedia,Scrupulaspis intermedia,,0,0.000014
Acacia montana,Acacia montana,,0,0.000026
Scopiastes perplexus,Scopiastes perplexus,,0,0.000014
Scopiastes obscurus,Scopiastes obscurus,,0,0.000014
Scopiastes bicolor,Scopiastes bicolor,,0,0.000014
Schedotrioza tasmaniensis,Schedotrioza tasmaniensis,,0,0.000014
Schedotrioza serrata,Schedotrioza serrata,,0,0.000014
Schedotrioza orbiculata,Schedotrioza orbiculata,,0,0.000014
Schedotrioza marginata,Schedotrioza marginata,,0,0.000014
Schedotrioza eucalypti,Schedotrioza eucalypti,,0,0.000014
Eucalyptus sieberi,Eucalyptus sieberi,,0,0.000031
Schedotrioza apicobystra,Schedotrioza apicobystra,,86,0.000014
Rosopaella swani,Rosopaella swani,,0,0.000014
Riptortus serripes,Riptortus serripes,,0,0.000014
Riptortus linearis,Riptortus linearis,,0,0.000014
Remotaspidiotus reconditus,Remotaspidiotus reconditus,,0,0.000014
Remaudiereana nigriceps,Remaudiereana nigriceps,,0,0.000014
Remaudiereana inornata,Remaudiereana inornata,,0,0.000014
Radinacantha dondiorum,Radinacantha dondiorum,,0,0.000014
Podolobium ilicifolium,Podolobium ilicifolium,,0,0.000028
Radinacantha darwini,Radinacantha darwini,,0,0.000014
Mirbelia dilatata,Mirbelia dilatata,,0,0.000018
Gastrolobium tetragonophyllum,Gastrolobium tetragonophyllum,,0,0.000016
Nemcia pulchella,Nemcia pulchella,,0,0.000016
Gastrolobium leakeanum,Gastrolobium leakeanum,,0,0.000016
Gastrolobium crenulatum,Gastrolobium crenulatum,,0,0.000016
Gastrolobium bilobum,Gastrolobium bilobum,,0,0.000016
Putoniessa variegata,Putoniessa variegata,,0,0.000014
Pseudozaphanera wariensis,Pseudozaphanera wariensis,,0,0.000014
Pseudozaphanera papyrocarpae,Pseudozaphanera papyrocarpae,,0,0.000014
Pseudozaphanera niger,Pseudozaphanera niger,,0,0.000014
Pseudotargionia marginata,Pseudotargionia marginata,,0,0.000014
Pseudotargionia inconspicua,Pseudotargionia inconspicua,,0,0.000014
Pseudotargionia crenulata,Pseudotargionia crenulata,,0,0.000014
Pseudotargionia cordata,Pseudotargionia cordata,,0,0.000014
Pseudotargionia comata,Pseudotargionia comata,,0,0.000014
Pseudotargionia asymmetrica,Pseudotargionia asymmetrica,,0,0.000014
Pseudopachybrachius guttus,Pseudopachybrachius guttus,,0,0.000014
Pseudaulacaspis eugeniae,Pseudaulacaspis eugeniae,,0,0.000014
Pseudaulacaspis difissata,Pseudaulacaspis difissata,,0,0.000014
Pseudaulacaspis brimblecombei,Pseudaulacaspis brimblecombei,,0,0.000014
Pseudaonidia trilobitiformis,Pseudaonidia trilobitiformis,,0,0.000014
Pseudaonidia casuarinae,Pseudaonidia casuarinae,,0,0.000014
Protestrica rudis,Protestrica rudis,,0,0.000014
Protartessus spinosus,Protartessus spinosus,,1300,0.000014
Anthocercis viscosa,Anthocercis viscosa,,1300,0.000025
Prosopidopsylla flava,Prosopidopsylla flava,,0,0.000014
Pomponatius typicus,Pomponatius typicus,,0,0.000014
Pomponatius luridus,Pomponatius luridus,,0,0.000014
Melaleuca armillaris,Melaleuca armillaris,,0,0.000025
Polyozus mina,Polyozus mina,,0,0.000014
Acacia paradoxa,Acacia paradoxa,,0,0.000029
Polyozus manilla,Polyozus manilla,,1301,0.000014
Notelaea microcarpa,Notelaea microcarpa,,1301,0.000025
Polyozus galbanus,Polyozus galbanus,,0,0.000014
Polyozus furcilla,Polyozus furcilla,,0,0.000014
Polyozus australianus,Polyozus australianus,,0,0.000014
Poliaspis exocarpi,Poliaspis exocarpi,,0,0.000014
Pogonella bispinus,Pogonella bispinus,,0,0.000014
Poecilometis vallicola,Poecilometis vallicola,,0,0.000014
Poecilometis strigatus,Poecilometis strigatus,,0,0.000014
Poecilometis spenceri,Poecilometis spenceri,,0,0.000014
Poecilometis patruelis,Poecilometis patruelis,,0,0.000014
Poecilometis nigriventris,Poecilometis nigriventris,,0,0.000014
Poecilometis mimicus,Poecilometis mimicus,,0,0.000014
Poecilometis fuscescens,Poecilometis fuscescens,,0,0.000014
Codonocarpus cotinifolius,Codonocarpus cotinifolius,,0,0.000017
Poecilometis darwini,Poecilometis darwini,,0,0.000014
Poecilometis calidus,Poecilometis calidus,,0,0.000014
Plautia affinis,Plautia affinis,,0,0.000014
Platyobria singularis,Platyobria singularis,,0,0.000014
Platyobria maddeni,Platyobria maddeni,,0,0.000014
Platyobria lewisi,Platyobria lewisi,,0,0.000014
Platyobria cultrata,Platyobria cultrata,,35,0.000014
Eucalyptus platypus,Eucalyptus platypus,,35,0.000072
Platyobria brevifoliae,Platyobria brevifoliae,,116,0.000014
Eucalyptus brevifolia,Eucalyptus brevifolia,,116,0.000049
Platyobria bordenensis,Platyobria bordenensis,,35,0.000014
Platyobria adustalata,Platyobria adustalata,,0,0.000014
Eucalyptus polyanthemos,Eucalyptus polyanthemos,,0,0.000078
Platycoelostoma tasmanicum,Platycoelostoma tasmanicum,,1302,0.000014
Diselma archeri,Diselma archeri,,1302,0.000025
Pinnaspis strachani,Pinnaspis strachani,,0,0.000014
Anisomeles malabarica,Anisomeles malabarica,,0,0.000015
Pinnaspis melaleucae,Pinnaspis melaleucae,,0,0.000014
Piezodorus oceanicus,Piezodorus oceanicus,,0,0.000014
Phyllolyma rufa,Phyllolyma rufa,,0,0.000014
Phyllolyma maculata,Phyllolyma maculata,,0,0.000014
Phyllolyma fracticosta,Phyllolyma fracticosta,,0,0.000014
Pseudaulacaspis grandilobis,Pseudaulacaspis grandilobis,,0,0.000014
Chionaspis formosa,Chionaspis formosa,,0,0.000014
Chionaspis angusta,Chionaspis angusta,,0,0.000014
Phellopsylla wellingtoniae,Phellopsylla wellingtoniae,,0,0.000014
Eucalyptus coccifera,Eucalyptus coccifera,,0,0.000055
Phaenacantha australiae,Phaenacantha australiae,,0,0.000014
Petalaspis tescorum,Petalaspis tescorum,,0,0.000014
Peltocopta crassiventris,Peltocopta crassiventris,,0,0.000014
Pedioscopus disjunctus,Pedioscopus disjunctus,,1303,0.000014
Semecarpus australiensis,Semecarpus australiensis,,1303,0.000025
Paromius gracilis,Paromius gracilis,,0,0.000014
Parlatoria proteus,Parlatoria proteus,,0,0.000014
Parlatoria pittospori,Parlatoria pittospori,,0,0.000014
Parlatoria blanchardi,Parlatoria blanchardi,,0,0.000014
Parlatoria banksiae,Parlatoria banksiae,,0,0.000014
Paraonidiella cladii,Paraonidiella cladii,,315,0.000014
Pachycolpura manca,Pachycolpura manca,,0,0.000014
Oxycarenus luctuosus,Oxycarenus luctuosus,,0,0.000014
Oxycarenus arctatus,Oxycarenus arctatus,,0,0.000014
Platysace heterophylla,Platysace heterophylla,,0,0.000017
Orchamoplatus mammaeferus,Orchamoplatus mammaeferus,,0,0.000014
Opistostenus vulturnus,Opistostenus vulturnus,,0,0.000014
Oncocoris detersus,Oncocoris detersus,,0,0.000014
Oncocoris apicalis,Oncocoris apicalis,,0,0.000014
Octaspidiotus subrubescens,Octaspidiotus subrubescens,,0,0.000014
Pinus caribaea,Pinus caribaea,,0,0.000015
Ocirrhoe westwoodi,Ocirrhoe westwoodi,,0,0.000014
Ocirrhoe unimaculata,Ocirrhoe unimaculata,,0,0.000014
Myoporum acuminatum,Myoporum acuminatum,,0,0.00002
Ocirrhoe lutescens,Ocirrhoe lutescens,,57,0.000014
Ocirrhoe inconspicua,Ocirrhoe inconspicua,,0,0.000014
Ocirrhoe dallasi,Ocirrhoe dallasi,,0,0.000014
Occinirvana eborea,Occinirvana eborea,,314,0.000014
Nysius vinitor,Nysius vinitor,,0,0.000014
Spartochloa scirpoidea,Spartochloa scirpoidea,,0,0.000029
Scholtzia laxiflora,Scholtzia laxiflora,,0,0.000014
Notius depressus,Notius depressus,,0,0.000014
Noteolethaeus armstrongi,Noteolethaeus armstrongi,,0,0.000014
Ninus insignis,Ninus insignis,,0,0.000014
Nigrasialeyrodes convexus,Nigrasialeyrodes convexus,,0,0.000014
Niarius ooldeae,Niarius ooldeae,,0,0.000014
Eucalyptus pyriformis,Eucalyptus pyriformis,,0,0.000031
Nesidiocoris tenuis,Nesidiocoris tenuis,,0,0.000014
Nephotettix nigropictus,Nephotettix nigropictus,,0,0.000014
Nephotettix malayanus,Nephotettix malayanus,,0,0.000014
Neotoxoptera oliveri,Neotoxoptera oliveri,,0,0.000014
Neomorgania eucalypti,Neomorgania eucalypti,,0,0.000014
Neomaskellia bergii,Neomaskellia bergii,,0,0.000014
Neoleonardia extensa,Neoleonardia extensa,,0,0.000014
Eucalyptus siderophloia,Eucalyptus siderophloia,,0,0.000032
Neoleonardia delicatula,Neoleonardia delicatula,,0,0.000014
Neoleonardia chitinosa,Neoleonardia chitinosa,,0,0.000014
Neoleonardia aliformis,Neoleonardia aliformis,,0,0.000014
Myrtlemiris yalgoo,Myrtlemiris yalgoo,,0,0.000014
Scholtzia drummondii,Scholtzia drummondii,,0,0.000043
Myrtlemiris tesselatus,Myrtlemiris tesselatus,,0,0.000014
Scholtzia capitata,Scholtzia capitata,,0,0.000017
Calytrix acutifolia,Calytrix acutifolia,,0,0.000021
Baeckea pentagonantha,Baeckea pentagonantha,,0,0.000017
Myrtlemiris russulatus,Myrtlemiris russulatus,,17,0.000014
Pileanthus vernicosus,Pileanthus vernicosus,,17,0.000029
Myrtlemiris rubrocuneatus,Myrtlemiris rubrocuneatus,,0,0.000014
Thryptomene kochii,Thryptomene kochii,,0,0.000029
Myrtlemiris newmanensis,Myrtlemiris newmanensis,,0,0.000014
Thryptomene australis,Thryptomene australis,,0,0.000018
Myrtlemiris meanarra,Myrtlemiris meanarra,,1304,0.000014
Verticordia chrysanthella,Verticordia chrysanthella,,1304,0.000025
Mycopsylla proxima,Mycopsylla proxima,,0,0.000014
Munduala typica,Munduala typica,,0,0.000014
